		skill_uuid	onet_soc_code	onet_element_id	skill_name	count
1716	112934	112934	19-2041.00	43232605	compass software	10
1717	112952	112952	19-2041.00	43232605	hotspot	10
1718	112983	112983	19-2041.00	43232605	tanks	860
1719	113125	113125	19-2042.00	20122605	geophones	1
1720	113175	113175	19-2042.00	27112502	pry bars	42
1721	113178	113178	19-2042.00	41104204	reverse osmosis systems	5
1722	113183	113183	19-2042.00	20101713	rotary grinders	21
1723	113271	113271	19-2042.00	43232605	gint software	1
1724	113344	113344	19-2042.00	43232605	sea software	2
1725	113346	113346	19-2042.00	43232605	seismic interpretation software	1
1726	113400	113400	19-2043.00	44111809	map templates	1
1727	113411	113411	19-2043.00	41115201	radar equipment	1
1728	113594	113594	19-2099.01	41115321	thermal imaging systems	2
1729	113639	113639	19-3011.00	43232107	mediawiki	6
1730	113744	113744	19-3022.00	43232605	mentor software	2
1731	113821	113821	19-3031.01	43232502	instructional software	2
1732	113838	113838	19-3031.01	43232605	testing software	250
1733	113985	113985	19-3032.00	43232605	winsteps	5
1734	114038	114038	19-3041.00	43232311	database management system dbms software	1
1735	114063	114063	19-3041.00	43232107	web editing software	2
1736	114096	114096	19-3051.00	43233506	esri software	7
1737	114125	114125	19-3051.00	43231605	sage timeslips	3
1738	114208	114208	19-3091.01	44102605	transcription equipment	3
1739	114264	114264	19-3091.02	27111802	digital levels	2
1740	114296	114296	19-3091.02	41111509	platform scales	6
1741	114307	114307	19-3091.02	27131507	sandblasters	9
1742	114310	114310	19-3091.02	41105002	shaker screens	5
1743	114322	114322	19-3091.02	42281712	ultrasonic cleaning machines	19
1744	114385	114385	19-3092.00	41112301	humidity sensors	3
1745	114393	114393	19-3092.00	43212105	large format printers	5
1746	114410	114410	19-3092.00	41103502	portable fume hoods	1
1747	114509	114509	19-3093.00	43232005	audio editing software	7
1748	114510	114510	19-3093.00	43232104	corel wordperfect	4
1749	114511	114511	19-3093.00	43232304	database management systems	386
1750	114513	114513	19-3093.00	43233506	digital mapping software	64
1751	114528	114528	19-3093.00	43232306	reference management software	2
1752	114539	114539	19-3094.00	45111901	conference phones	3
1753	114579	114579	19-3094.00	43232605	winbugs	1
1754	114595	114595	19-3099.01	43232605	corsim	20
1755	114627	114627	19-4011.01	25101901	agricultural tractors	3
1756	114635	114635	19-4011.01	21101702	balers	265
1757	114642	114642	19-4011.01	21101704	combine harvesters	4
1758	114645	114645	19-4011.01	21101503	cultivators	10
1759	114648	114648	19-4011.01	21101513	disks	34
1760	114654	114654	19-4011.01	41111902	electronic counters	2
1761	114659	114659	19-4011.01	21101502	harrows	53
1762	114660	114660	19-4011.01	21101703	harvesters	255
1763	114667	114667	19-4011.01	30191501	ladders	16704
1764	114669	114669	19-4011.01	25101507	light trucks	119
1765	114675	114675	19-4011.01	21101701	mowers	227
1766	114681	114681	19-4011.01	21101601	planters	62
1767	114683	114683	19-4011.01	21101501	plows	75
1768	114688	114688	19-4011.01	21102204	pruning shears	3
1769	114689	114689	19-4011.01	21101702	rakes	28
1770	114705	114705	19-4011.01	21101705	threshers	1
1771	114736	114736	19-4011.02	41104806	distilling equipment	5
1772	114757	114757	19-4011.02	46181532	laboratory coats	1
1773	114784	114784	19-4011.02	41111507	precision scales	3
1774	114847	114847	19-4021.00	43211711	imaging systems	106
1775	114873	114873	19-4021.00	41121501	robotic laboratory equipment	6
1776	114875	114875	19-4021.00	42281508	sterilizers	40
1777	114885	114885	19-4021.00	41121510	volumetric glassware	7
1778	114951	114951	19-4031.00	41113702	comparators	169
1779	114984	114984	19-4031.00	41102401	gas burners	7
1780	115037	115037	19-4031.00	41105105	metering pumps	4
1781	115043	115043	19-4031.00	41101503	nebulizers	11
1782	115047	115047	19-4031.00	41112204	optical pyrometers	10
1783	115053	115053	19-4031.00	39121528	photocells	2
1784	115058	115058	19-4031.00	31242202	polarizers	4
1785	115067	115067	19-4031.00	41103008	refrigerated coolers	3
1786	115162	115162	19-4041.01	41114202	stadia rods	2
1787	115297	115297	19-4051.01	26111601	emergency diesel generators	1
1788	115300	115300	19-4051.01	24101619	gantry cranes	1
1789	115303	115303	19-4051.01	41111938	level transmitters	2
1790	115316	115316	19-4051.01	47121805	pressure cleaners	1
1791	115426	115426	19-4061.01	45111604	slide projectors	1
1792	115484	115484	19-4091.00	41114302	interface probes	1
1793	115585	115585	19-4092.00	41111613	electronic measuring devices	2
1794	115625	115625	19-4092.00	26111604	portable generators	2
1795	115632	115632	19-4092.00	27112709	reciprocating saws	1
1796	115639	115639	19-4092.00	27112002	spades	1
1797	115689	115689	19-4093.00	25111802	boats	306
1798	115692	115692	19-4093.00	22101523	bulldozers	14
1799	115699	115699	19-4093.00	41114201	diameter tapes	8
1800	115705	115705	19-4093.00	22101526	excavators	376
1801	115707	115707	19-4093.00	21101804	fertilizer spreaders	11
1802	115714	115714	19-4093.00	22101501	front end loaders	45
1803	115750	115750	19-4093.00	21102204	pruning saws	15
1804	115760	115760	19-4093.00	22101710	snowplows	4
1805	115764	115764	19-4093.00	21101801	sprayers	331
1806	115780	115780	19-4093.00	25101507	trucks	65338
1807	115781	115781	19-4093.00	25111506	tugboats	49
1808	115788	115788	19-4093.00	25101610	water trucks	29
1809	115790	115790	19-4093.00	27112504	wedges	7
1810	115803	115803	19-4093.00	43232102	computer graphics software	3
1811	115816	115816	19-4093.00	43232605	harvest	162
1812	115829	115829	19-4093.00	43232605	remote sensing software	2
1813	115835	115835	19-4099.01	41115406	absorbance spectrophotometers	1
1814	115847	115847	19-4099.01	41115703	gas chromatographs	12
1815	115870	115870	19-4099.01	41111934	torque testers	3
1816	115890	115890	19-4099.01	43232605	labware lims	14
1817	115903	115903	19-4099.01	43232406	microsoft visual studio test professional	3
1818	115908	115908	19-4099.01	43232406	parasoft soatest	4
1819	116020	116020	21-1011.00	43232610	case management software	36
1820	116022	116022	21-1011.00	43232610	client system	10
1821	116043	116043	21-1012.00	52161535	audio recorders	1
1822	116052	116052	21-1012.00	45111614	projection equipment	5
1823	116054	116054	21-1012.00	45121516	video recorders	17
1824	116062	116062	21-1012.00	43232106	blackboard wimba	1
1825	116080	116080	21-1012.00	43232605	counseling software	1
1826	116081	116081	21-1012.00	43232306	database application software	7
1827	116102	116102	21-1012.00	43231507	productivity software	328
1828	116109	116109	21-1012.00	43232306	zoomerang	16
1829	116113	116113	21-1013.00	60141002	dolls	4
1830	116167	116167	21-1014.00	43231513	office suite software	390
1831	116180	116180	21-1015.00	43221525	intercom systems	176
1832	116204	116204	21-1015.00	43233508	microsoft activesync	5
1833	116208	116208	21-1015.00	43231513	microsoft office mobile	3
1834	116218	116218	21-1015.00	43233205	virus protection software	7
1835	116245	116245	21-1022.00	43232108	calendar software	11
1836	116252	116252	21-1022.00	43232610	medical records software	8
1837	116313	116313	21-1091.00	43232107	wiki software	4
1838	116316	116316	21-1092.00	44102605	dictating equipment	9
1839	116347	116347	21-1092.00	43233413	speech recognition software	2
1840	116384	116384	21-1094.00	43232306	client databases	11
1841	116402	116402	21-2011.00	43232306	membership databases	1
1842	116427	116427	21-2021.00	43232107	website development software	3
1843	116460	116460	23-1011.00	43232108	compulaw vision	1
1844	116499	116499	23-1011.00	43232306	juris	635
1845	116575	116575	23-1012.00	43232108	aderant compulaw	1
1846	116689	116689	23-2011.00	43232605	case analysis software	2
1847	116722	116722	23-2011.00	43232605	litigation support software	12
1848	116807	116807	23-2093.00	43232202	file management software	9
1849	116822	116822	23-2093.00	43231507	softpro proform	3
1850	116823	116823	23-2093.00	43231507	softpro software	1
1851	116847	116847	25-1011.00	45111607	overhead data projectors	1
1852	116856	116856	25-1011.00	45121520	webcams	19
1853	116857	116857	25-1011.00	52161520	wireless microphones	2
1854	116859	116859	25-1011.00	43232502	blackboard learn	7
1855	116865	116865	25-1011.00	43232502	desire2learn	5
1856	116907	116907	25-1021.00	41113711	packet sniffers	13
1857	116949	116949	25-1021.00	43232311	object oriented programming software	56
1858	116953	116953	25-1021.00	43232402	programming languages	6946
1859	116956	116956	25-1021.00	43232402	software development tools	158
1860	117061	117061	25-1031.00	43232102	blender	114
1861	117131	117131	25-1032.00	43232605	finite element analysis software	22
1862	117185	117185	25-1041.00	43232306	data management software	72
1863	117202	117202	25-1041.00	43232107	web page design software	4
1864	117262	117262	25-1042.00	43232102	graphics creation software	2
1865	117323	117323	25-1043.00	27112104	hand tongs	22
1866	117348	117348	25-1043.00	31211908	paint guns	6
1867	117362	117362	25-1043.00	46181802	protective safety glasses	2
1868	117487	117487	25-1051.00	43232605	opendtect	1
1869	117508	117508	25-1052.00	41103011	cold rooms	4
1870	117521	117521	25-1052.00	41113638	digital storage oscilloscopes	3
1871	117526	117526	25-1052.00	41113004	flame ionization detectors	7
1872	117539	117539	25-1052.00	41115307	laser systems	18
1873	117631	117631	25-1053.00	41115704	ion chromatography equipment	1
1874	117656	117656	25-1053.00	41113315	total organic carbon analyzers	1
1875	117755	117755	25-1054.00	43232402	lapack	1
1876	117756	117756	25-1054.00	43232104	latex	516
1877	117826	117826	25-1061.00	41111720	scanning electron microscopes	8
1878	117836	117836	25-1061.00	44102605	transcribing equipment	1
1879	117837	117837	25-1061.00	27112201	trowels	4
1880	117865	117865	25-1061.00	43232604	gibbscam software	7
1881	117978	117978	25-1063.00	43232605	fear	412
1882	118143	118143	25-1065.00	43232605	polca	1
1883	118311	118311	25-1071.00	42181903	cardiac monitors	8
1884	118325	118325	25-1071.00	42211502	crutches	1
1885	118349	118349	25-1071.00	24101503	equipment dollies	5
1886	118353	118353	25-1071.00	41103504	flow hoods	4
1887	118369	118369	25-1071.00	42191807	hospital beds	6
1888	118370	118370	25-1071.00	42192301	hoyer lifts	1
1889	118396	118396	25-1071.00	42203001	medical linear accelerators	2
1890	118412	118412	25-1071.00	42271701	oxygen tanks	4
1891	118465	118465	25-1071.00	45121516	video recording systems	1
1892	118468	118468	25-1071.00	42211506	walkers	17
1893	118481	118481	25-1071.00	43232610	dental software	20
1894	118504	118504	25-1071.00	43232102	techsmith snagit	20
1895	118518	118518	25-1072.00	41116201	blood glucose monitors	1
1896	118543	118543	25-1072.00	42311901	drainage tubes	3
1897	118544	118544	25-1072.00	42142702	foley catheters	2
1898	118553	118553	25-1072.00	42222008	insulin pumps	6
1899	118569	118569	25-1072.00	42272202	mechanical ventilators	1
1900	118579	118579	25-1072.00	42231701	nasogastric tubes	2
1901	118583	118583	25-1072.00	42312102	ostomy equipment	1
1902	118587	118587	25-1072.00	42271708	oxygen masks	1
1903	118655	118655	25-1072.00	43232106	presentation graphics software	139
1904	118701	118701	25-1081.00	43232104	editing software	258
1905	118757	118757	25-1082.00	43232304	database management system software	1
1906	118792	118792	25-1082.00	43232107	social networking platforms	20
1907	118829	118829	25-1111.00	27112903	pepper spray	26
1908	118849	118849	25-1111.00	43232502	distance learning software	1
1909	118861	118861	25-1111.00	43232306	national crime information center ncic	5
1910	118931	118931	25-1113.00	44101602	binding machines	4
1911	118997	118997	25-1121.00	23121614	commercial sewing machines	11
1912	119010	119010	25-1121.00	45111716	digital audio workstations	4
1913	119012	119012	25-1121.00	45111704	digital mixing consoles	1
1914	119028	119028	25-1121.00	44102801	laminating equipment	3
1915	119034	119034	25-1121.00	23242301	machine lathes	7
1916	119052	119052	25-1121.00	44121612	paper cutters	11
1917	119066	119066	25-1121.00	23251501	sheet metal brakes	1
1918	119071	119071	25-1121.00	23251602	slip rollers	1
1919	119077	119077	25-1121.00	52161512	surround sound systems	200
1920	119129	119129	25-1121.00	43232402	phonegap	113
1921	119142	119142	25-1122.00	45111704	audio mixers	9
1922	119144	119144	25-1122.00	52161512	audio speakers	1
1923	119145	119145	25-1122.00	45121516	broadcast cameras	1
1924	119197	119197	25-1122.00	43232005	audacity	38
1925	119219	119219	25-1122.00	43232103	video production software	4
1926	119261	119261	25-1123.00	43232103	apple quicktime	74
1927	119263	119263	25-1123.00	43232502	blackboard collaborate	1
1928	119278	119278	25-1123.00	43232105	lucidchart	1
1929	119346	119346	25-1124.00	43232702	skype	990
1930	119359	119359	25-1125.00	55111508	google maps	182
1931	119361	119361	25-1125.00	55111508	interactive maps	3
1932	119527	119527	25-1192.00	52141505	commercial dishwashers	1
1933	119550	119550	25-1192.00	52141502	microwave ovens	191
1934	119562	119562	25-1192.00	52141501	refrigerators	164
1935	119612	119612	25-1193.00	49161504	footballs	4
1936	119615	119615	25-1193.00	49211603	golf clubs	29
1937	119638	119638	25-1193.00	49161505	soccer balls	6
1938	119682	119682	25-1194.00	41112412	ball gauges	1
1939	119717	119717	25-1194.00	25191824	engine analyzers	7
1940	119721	119721	25-1194.00	24101504	hand trucks	203
1941	119726	119726	25-1194.00	44101716	hole punchers	3
1942	119733	119733	25-1194.00	44102405	label makers	8
1943	119757	119757	25-1194.00	27111701	screwdriver sets	1
1944	119759	119759	25-1194.00	23271603	soldering guns	14
1945	119801	119801	25-2011.00	60124515	educational toys	2
1946	119806	119806	25-2011.00	60141201	play structures	5
1947	119877	119877	25-2022.00	45121517	document cameras	15
1948	119908	119908	25-2023.00	10131601	animal cages	2
1949	119930	119930	25-2023.00	27112703	cordless drills	7
1950	119963	119963	25-2023.00	23242403	metal lathes	16
1951	119976	119976	25-2023.00	23241610	pipe cutters	8
1952	120058	120058	25-2032.00	27111603	anvils	4
1953	120096	120096	25-2032.00	27111802	electronic levels	12
1954	120108	120108	25-2032.00	24101612	hydraulic jacks	7
1955	120133	120133	25-2032.00	45101502	offset presses	5
1956	120140	120140	25-2032.00	27131506	pneumatic nailers	2
1957	120145	120145	25-2032.00	27112706	power planes	1
1958	120150	120150	25-2032.00	27112709	radial arm saws	1
1959	120153	120153	25-2032.00	23121614	sewing machines	60
1960	120160	120160	25-2032.00	27112709	table saws	10
1961	120168	120168	25-2032.00	46181540	welding gloves	2
1962	120198	120198	25-2051.00	42211501	canes	64
1963	120199	120199	25-2051.00	42211706	communication boards	1
1964	120223	120223	25-2051.00	42211704	pointing devices	3
1965	120228	120228	25-2051.00	42211503	stabilizers	13
1966	120235	120235	25-2051.00	42192210	wheelchairs	412
1967	120239	120239	25-2051.00	43232102	drawing software	63
1968	120266	120266	25-2052.00	42231502	enteral feeding equipment	3
1969	120291	120291	25-2052.00	42192210	powered wheelchairs	8
1970	120384	120384	25-2053.00	43232502	text to speech software	1
1971	120467	120467	25-2059.01	42192210	electric wheelchairs	1
1972	120472	120472	25-2059.01	49151603	hockey sticks	1
1973	120479	120479	25-2059.01	49211801	parachutes	10
1974	120508	120508	25-3011.00	45111705	sound systems	218
1975	120517	120517	25-3011.00	43232502	educational software	146
1976	120527	120527	25-3021.00	60131303	acoustic guitars	3
1977	120600	120600	25-4011.00	43232306	archon	2
1978	120626	120626	25-4012.00	31211904	paint brushes	7
1979	120697	120697	25-4013.00	47121602	vacuum cleaners	73
1980	120777	120777	25-4021.00	43232609	sirsidynix symphony	2
1981	120851	120851	25-9011.00	45111704	sound boards	2
1982	120855	120855	25-9011.00	45111603	video screens	39
1983	120936	120936	25-9031.01	43211712	digital paper	5
1984	120978	120978	25-9031.01	43232107	microsoft office frontpage	6
1985	121003	121003	25-9031.01	43233503	webinar software	4
1986	121091	121091	27-1011.00	43233503	atlassian confluence	11
1987	121112	121112	27-1011.00	43232107	social media software	5
1988	121140	121140	27-1012.00	27112702	buffing tools	1
1989	121154	121154	27-1012.00	27112748	chop saws	13
1990	121169	121169	27-1012.00	44111809	design templates	101
1991	121177	121177	27-1012.00	41111507	digital scales	6
1992	121189	121189	27-1012.00	40161602	dust collectors	8
1993	121202	121202	27-1012.00	60121305	fabric cutters	3
1994	121254	121254	27-1012.00	27112734	jigsaws	3
1995	121281	121281	27-1012.00	27112709	panel saws	1
1996	121297	121297	27-1012.00	60124304	pottery kilns	2
1997	121319	121319	27-1012.00	60121305	rotary cutters	1
1998	121389	121389	27-1012.00	43232611	sales management software	102
1999	121392	121392	27-1013.00	60121601	23	11606
2000	121404	121404	27-1013.00	45121603	camera lenses	4
2001	121410	121410	27-1013.00	27112704	die grinders	44
2002	121423	121423	27-1013.00	27112709	electric saws	1
2003	121451	121451	27-1013.00	23271702	oxyacetylene torches	1
2004	121525	121525	27-1013.00	43232611	credit card processing software	1
2005	121533	121533	27-1013.00	43232102	inkscape	2
2006	121540	121540	27-1013.00	43232102	paintbrush	1
2007	121601	121601	27-1014.00	43232402	code libraries	18
2008	121602	121602	27-1014.00	43232402	component libraries	1
2009	121610	121610	27-1014.00	43232402	dx studio	3
2010	121630	121630	27-1014.00	43232402	maxscript	2
2011	121635	121635	27-1014.00	43232102	microsoft expression design	1
2012	121738	121738	27-1022.00	23121614	industrial sewing machines	3
2013	121743	121743	27-1022.00	23121614	sergers	43
2014	121767	121767	27-1023.00	27111502	box cutters	49
2015	121781	121781	27-1023.00	24111802	helium tanks	1
2016	121788	121788	27-1023.00	44102404	pricing guns	1
2017	121800	121800	27-1023.00	43231605	timekeeping software	102
2018	121812	121812	27-1024.00	43212105	wide format printers	9
2019	121914	121914	27-1026.00	24101503	dollies	501
2020	121915	121915	27-1026.00	27112719	glue guns	1
2021	121925	121925	27-1026.00	27111506	scissors	32
2022	121963	121963	27-1027.00	27131506	pneumatic nail guns	3
2023	122000	122000	27-2011.00	43232107	instagram	622
2024	122066	122066	27-2012.02	45111801	video switchers	7
2025	122087	122087	27-2012.02	43232104	scripting software	11
2026	122089	122089	27-2012.02	43232005	sony vegas pro	2
2027	122121	122121	27-2012.03	43232306	scheduling databases	4
2028	122147	122147	27-2012.05	45111805	digital editing systems	1
2029	122152	122152	27-2012.05	45111801	master control switchers	1
2030	122156	122156	27-2012.05	39111504	studio lighting	9
2031	122157	122157	27-2012.05	52161502	tape machines	7
2032	122159	122159	27-2012.05	43211501	video servers	15
2033	122160	122160	27-2012.05	52161529	videotape recorders	1
2034	122219	122219	27-2021.00	49151603	ice hockey sticks	1
2035	122322	122322	27-2022.00	43232107	website creation software	1
2036	122324	122324	27-2023.00	41112403	air gauges	3
2037	122333	122333	27-2023.00	41111507	equipment scales	10
2038	122403	122403	27-2032.00	43232107	social media sites	298
2039	122558	122558	27-2042.02	52161547	amplifiers	367
2040	122607	122607	27-2042.02	60131006	synthesizers	25
2041	122625	122625	27-2042.02	43231601	financial tracking software	2
2042	122630	122630	27-2042.02	43233504	snapchat	2
2043	122641	122641	27-3011.00	52161514	headsets	65
2044	122675	122675	27-3012.00	39121643	surge protectors	8
2045	122709	122709	27-3021.00	43232306	statistics databases	5
2046	122722	122722	27-3022.00	45121516	television cameras	2
2047	122740	122740	27-3022.00	43232112	quark xpress	253
2048	122789	122789	27-3031.00	43232107	myspace	2466
2049	122795	122795	27-3031.00	43232107	website management software	10
2050	122823	122823	27-3041.00	43232107	cci newsgate	1
2051	122874	122874	27-3042.00	43232402	darwin information typing architecture dita	4
2052	122903	122903	27-3042.00	43232112	ptc arbortext	3
2053	122927	122927	27-3043.04	43232112	campaign monitor	4
2054	122943	122943	27-3043.04	43233501	sendgrid	1
2055	122955	122955	27-3043.05	43232107	blogger	3056
2056	122969	122969	27-3043.05	43232107	tumblr	1942
2057	122987	122987	27-3091.00	43232501	adapt it	1
2058	123041	123041	27-4011.00	45111603	projection screens	1
2059	123050	123050	27-4011.00	52161520	wired microphones	1
2060	123075	123075	27-4012.00	43201803	disk storage systems	3
2061	123080	123080	27-4012.00	32101528	modulators	9
2062	123097	123097	27-4012.00	52161529	videotape machines	1
2063	123140	123140	27-4013.00	27112108	needle nose pliers	12
2064	123147	123147	27-4013.00	43191514	satellite telephones	1
2065	123155	123155	27-4013.00	27112115	vise grip pliers	3
2066	123223	123223	27-4021.00	39112401	dimmers	1
2067	123231	123231	27-4021.00	45121601	focus assists	2
2068	123291	123291	27-4021.00	43232306	successware	6
2069	123303	123303	27-4031.00	41113727	distortion analyzers	7
2070	123312	123312	27-4031.00	24101630	portable cranes	3
2071	123365	123365	27-4032.00	43232103	autodesk smoke	6
2072	123367	123367	27-4032.00	43232103	avid software	1
2073	123369	123369	27-4032.00	43232107	brightcove	238
2074	123378	123378	27-4032.00	43232408	rss	415
2075	123387	123387	29-1011.00	42181610	blood pressure cuffs	1
2076	123395	123395	29-1011.00	41111912	discriminators	8
2077	123396	123396	29-1011.00	42251620	drop tables	1
2078	123403	123403	29-1011.00	42241706	foot orthotics	2
2079	123416	123416	29-1011.00	41111621	measurement calipers	1
2080	123421	123421	29-1011.00	42201815	medical x ray units	1
2081	123428	123428	29-1011.00	42142112	paraffin baths	5
2082	123471	123471	29-1011.00	43231601	ezclaim	1
2083	123516	123516	29-1021.00	42151632	broaches	8
2084	123587	123587	29-1021.00	39122222	foot controls	223
2085	123605	123605	29-1021.00	42131606	masks	71
2086	123668	123668	29-1021.00	42151639	spoons	2
2087	123703	123703	29-1021.00	43232610	dental charting software	3
2088	123726	123726	29-1021.00	43232610	open dental	2
2089	123739	123739	29-1022.00	42151681	anesthesia machines	1
2090	123793	123793	29-1022.00	42295104	electrosurgical units	1
2091	124049	124049	29-1024.00	43232102	image management software	4
2092	124087	124087	29-1031.00	43232605	nutrient analysis software	4
2093	124202	124202	29-1051.00	41111505	metric weights	2
2094	124203	124203	29-1051.00	41101702	mortars	6
2095	124205	124205	29-1051.00	42142523	needles	142
2096	124206	124206	29-1051.00	42312110	ostomy products	15
2097	124213	124213	29-1051.00	23151805	sealing machines	7
2098	124215	124215	29-1051.00	42142608	syringes	24
2099	124221	124221	29-1051.00	43232306	computer records systems	1
2100	124254	124254	29-1061.00	42142509	epidural catheters	3
2101	124326	124326	29-1062.00	42181901	fetal monitors	2
2102	124337	124337	29-1062.00	42295119	medical lasers	7
2103	124547	124547	29-1064.00	42295203	surgical robots	2
2104	124679	124679	29-1065.00	43232309	medical information databases	1
2105	124756	124756	29-1067.00	42294803	cystoscopes	36
2106	124835	124835	29-1067.00	42295203	robotic arms	56
2107	124907	124907	29-1067.00	43232102	computer imaging software	1
2108	124925	124925	29-1069.01	41115819	immunoassay analyzers	1
2109	124937	124937	29-1069.01	42271604	peak flow meters	1
2110	124945	124945	29-1069.01	43232610	allscripts pm	2
2111	124957	124957	29-1069.01	43232605	flowjo	4
2112	124965	124965	29-1069.01	43232610	mckesson practice plus	2
2113	125070	125070	29-1069.03	42221503	central venous catheters	1
2114	125075	125075	29-1069.03	44102605	dictaphones	1
2115	125085	125085	29-1069.03	42271903	endotracheal tubes	2
2116	125089	125089	29-1069.03	42294802	flexible endoscopes	3
2117	125101	125101	29-1069.03	42222001	infusion pumps	39
2118	125174	125174	29-1069.04	42201601	magnetic resonance imaging mri equipment	1
2119	125266	125266	29-1069.05	43232102	digital image processing software	3
2120	125325	125325	29-1069.06	42295121	surgical loupes	1
2121	125360	125360	29-1069.07	41115819	automated immunoassay analyzers	1
2122	125361	125361	29-1069.07	41121513	automated pipettes	2
2123	125370	125370	29-1069.07	41121709	capillary tubes	1
2124	125439	125439	29-1069.07	43231601	cerner millennium profit	1
2125	125477	125477	29-1069.07	43232610	mckesson horizon lab	1
2126	125481	125481	29-1069.07	43232610	meditech hcis	4
2127	125524	125524	29-1069.07	43231601	xifin	1
2128	125533	125533	29-1069.08	42251605	ellipticals	4
2129	125709	125709	29-1069.11	42251605	exercise bikes	4
2130	125736	125736	29-1069.11	42142202	whirlpool tubs	3
2131	125782	125782	29-1069.12	42294805	laparoscopes	35
2132	125793	125793	29-1069.12	42295119	surgical lasers	1
2133	125832	125832	29-1071.00	42272501	anesthesia equipment	1
2134	125852	125852	29-1071.00	42172101	defibrillators	45
2135	125861	125861	29-1071.00	42183001	eye charts	4
2136	125892	125892	29-1071.00	42181801	oximeters	1
2137	125899	125899	29-1071.00	42293107	retractors	2
2138	125904	125904	29-1071.00	42241507	splints	3
2139	126097	126097	29-1122.00	42191807	adjustable beds	17
2140	126108	126108	29-1122.00	42192304	hoists	498
2141	126112	126112	29-1122.00	42192301	lift chairs	25
2142	126113	126113	29-1122.00	60122005	looms	6
2143	126116	126116	29-1122.00	42241706	orthotics	45
2144	126123	126123	29-1122.00	42251607	pulleys	48
2145	126125	126125	29-1122.00	27111508	saws	1249
2146	126126	126126	29-1122.00	42192206	scooters	39
2147	126138	126138	29-1122.00	42251612	weights	1735
2148	126158	126158	29-1122.00	43232005	music software	2
2149	126226	126226	29-1122.01	41115307	pointers	15
2150	126267	126267	29-1123.00	42142802	compression garments	19
2151	126282	126282	29-1123.00	42251624	fitness machines	1
2152	126294	126294	29-1123.00	42142108	ice packs	2
2153	126348	126348	29-1123.00	42242108	traction equipment	1
2154	126391	126391	29-1124.00	27112717	heat guns	1
2155	126421	126421	29-1124.00	41111929	survey meters	6
2156	126454	126454	29-1125.00	25161507	bicycles	21
2157	126525	126525	29-1125.01	27111503	razor knives	40
2158	126557	126557	29-1125.02	60131601	rhythm instruments	1
2159	126561	126561	29-1125.02	52161557	video game consoles	4
2160	126564	126564	29-1125.02	43232610	electronic health record software	11
2161	126580	126580	29-1126.00	42271709	cannulas	1
2162	126586	126586	29-1126.00	42181602	electronic blood pressure equipment	1
2163	126608	126608	29-1126.00	42271702	oxygen concentrators	2
2164	126646	126646	29-1127.00	42211711	augmentative communication devices	1
2165	126659	126659	29-1127.00	52161514	headphones	22
2166	126672	126672	29-1127.00	52161502	tape recorders	3
2167	126740	126740	29-1128.00	42181719	telemetry units	2
2168	126846	126846	29-1131.00	42294805	laparoscopic equipment	1
2169	126874	126874	29-1131.00	42261506	osteotomes	1
2170	126915	126915	29-1131.00	42281712	ultrasonic instrument cleaners	4
2171	126968	126968	29-1141.00	42182803	bed scales	1
2172	126998	126998	29-1141.00	42295104	electrosurgical devices	4
2173	127054	127054	29-1141.00	42271709	nasal cannulas	1
2174	127070	127070	29-1141.00	42203501	pacemakers	4
2175	127104	127104	29-1141.00	42142404	suction equipment	1
2176	127136	127136	29-1141.00	42272201	ventilators	22
2177	127154	127154	29-1141.00	43232610	mcg software	1
2178	127179	127179	29-1141.01	42171613	backboards	1
2179	127180	127180	29-1141.01	42141602	bedpans	2
2180	127327	127327	29-1141.02	42221504	catheters	55
2181	127328	127328	29-1141.02	42181713	electrocardiogram	15
2182	127333	127333	29-1141.02	10141609	mechanical restraints	1
2183	127356	127356	29-1141.02	43232610	myers briggs type indicator	5
2184	127657	127657	29-1141.04	43232309	online medical databases	5
2185	127809	127809	29-1171.00	42241802	back braces	5
2186	127954	127954	29-1181.00	42211705	hearing aids	382
2187	127966	127966	29-1181.00	42211705	programmable hearing aids	3
2188	128025	128025	29-1199.01	53131614	foot rollers	1
2189	128045	128045	29-1199.01	42251620	massage chairs	2
2190	128234	128234	29-2011.00	41103208	cell washers	4
2191	128237	128237	29-2011.00	41115701	chromatographs	18
2192	128271	128271	29-2011.00	41111703	light microscopes	5
2193	128272	128272	29-2011.00	41121503	manual pipettes	1
2194	128317	128317	29-2011.00	43232610	medical software	270
2195	128403	128403	29-2011.01	43232605	image capture software	3
2196	128515	128515	29-2011.03	41102909	tissue processors	9
2197	128629	128629	29-2012.00	43231513	microsoft office	225979
2198	128630	128630	29-2012.00	43232106	microsoft power point	306
2199	128648	128648	29-2021.00	42152002	bite wings	1
2200	128669	128669	29-2021.00	42152105	impression trays	1
2201	128675	128675	29-2021.00	42152434	mechanical mixers	1
2202	128693	128693	29-2021.00	42152503	rubber dams	4
2203	128754	128754	29-2031.00	42295405	guidewires	5
2204	128778	128778	29-2031.00	42295121	microscopes	124
2205	128801	128801	29-2031.00	42203603	scan converters	2
2206	128810	128810	29-2031.00	43212105	thermal printers	7
2207	128854	128854	29-2032.00	46181509	personal protective clothing	3
2208	128864	128864	29-2032.00	42201711	transducers	162
2209	128955	128955	29-2034.00	42201829	cones	7
2210	128956	128956	29-2034.00	42203803	cushions	147
2211	128957	128957	29-2034.00	42201829	cylinders	367
