onet_soc_code	occupation_title	description	alternate_title
47-4021.00	n/a	n/a	Elevator Troubleshooter
47-4021.00	n/a	n/a	Escalator Service Mechanic
47-4031.00	Fence Erectors	Erect and repair fences and fence gates, using hand and power tools.	n/a
47-4031.00	n/a	n/a	Chain Link Fence Installer
47-4031.00	n/a	n/a	Fence Builder
47-4031.00	n/a	n/a	Fence Erector
47-4031.00	n/a	n/a	Fence Installer
47-4031.00	n/a	n/a	Fence Installer Helper
47-4031.00	n/a	n/a	Fence Laborer
47-4031.00	n/a	n/a	Fence Repairman
47-4031.00	n/a	n/a	Wire Fence Builder
47-4031.00	n/a	n/a	Wire Fence Erector
47-4031.00	n/a	n/a	Wood Fence Erector
47-4031.00	n/a	n/a	Wood Fence Installer
47-4031.00	n/a	n/a	Fence Builder
47-4031.00	n/a	n/a	Fence Erector
47-4031.00	n/a	n/a	Fence Installer
47-4031.00	n/a	n/a	Fence Laborer
47-4031.00	n/a	n/a	Wood Fence Erector
47-4041.00	Hazardous Materials Removal Workers	Identify, remove, pack, transport, or dispose of hazardous materials, including asbestos, lead-based paint, waste oil, fuel, transmission fluid, radioactive materials, or contaminated soil. Specialized training and certification in hazardous materials handling or a confined entry permit are generally required. May operate earth-moving equipment or trucks.	n/a
47-4041.00	n/a	n/a	Abatement Worker
47-4041.00	n/a	n/a	Asbestos Abatement Worker
47-4041.00	n/a	n/a	Asbestos Coverer
47-4041.00	n/a	n/a	Asbestos Handler
47-4041.00	n/a	n/a	Asbestos Hazard Abatement Worker
47-4041.00	n/a	n/a	Asbestos Remover
47-4041.00	n/a	n/a	Asbestos Worker
47-4041.00	n/a	n/a	Decontamination / Decommissioning Operator (D & D Operator)
47-4041.00	n/a	n/a	Decontamination Worker
47-4041.00	n/a	n/a	Field Technician
47-4041.00	n/a	n/a	Hazard Waste Handler
47-4041.00	n/a	n/a	Hazardous Material Specialist
47-4041.00	n/a	n/a	Hazardous Materials Driver (Hazmat Driver)
47-4041.00	n/a	n/a	Hazardous Materials Handler
47-4041.00	n/a	n/a	Hazardous Materials Tanker Driver (Hazmat Tanker Driver)
47-4041.00	n/a	n/a	Hazardous Waste Remover
47-4041.00	n/a	n/a	Hazmat Technician (Hazardous Materials Technician)
47-4041.00	n/a	n/a	Irradiated Fuel Handler
47-4041.00	n/a	n/a	Junk Removal Specialist
47-4041.00	n/a	n/a	Material Handling Technician
47-4041.00	n/a	n/a	Material Specialist
47-4041.00	n/a	n/a	Radiological Control and Safety Technician
47-4041.00	n/a	n/a	Site Worker
47-4041.00	n/a	n/a	Waste Disposal Attendant
47-4041.00	n/a	n/a	Waste Handling Technician
47-4041.00	n/a	n/a	Abatement Worker
47-4041.00	n/a	n/a	Asbestos Abatement Worker
47-4041.00	n/a	n/a	Asbestos Hazard Abatement Worker
47-4041.00	n/a	n/a	Asbestos Remover
47-4041.00	n/a	n/a	Asbestos Worker
47-4041.00	n/a	n/a	Decontamination / Decommissioning Operator (D & D Operator)
47-4041.00	n/a	n/a	Field Technician
47-4041.00	n/a	n/a	Hazmat Technician (Hazardous Materials Technician)
47-4041.00	n/a	n/a	Site Worker
47-4041.00	n/a	n/a	Waste Handling Technician
47-4051.00	Highway Maintenance Workers	Maintain highways, municipal and rural roads, airport runways, and rights-of-way. Duties include patching broken or eroded pavement, repairing guard rails, highway markers, and snow fences. May also mow or clear brush from along road or plow snow from roadway.	n/a
47-4051.00	n/a	n/a	Asphalt Raker
47-4051.00	n/a	n/a	Caltrans Equipment Operator
47-4051.00	n/a	n/a	Caltrans Landscape Maintenance Worker
47-4051.00	n/a	n/a	Equipment Operator (EO)
47-4051.00	n/a	n/a	Flagger
47-4051.00	n/a	n/a	Heavy Equipment Operator
47-4051.00	n/a	n/a	Highway Maintainer
47-4051.00	n/a	n/a	Highway Maintenance Crew Worker
47-4051.00	n/a	n/a	Highway Maintenance Technician
47-4051.00	n/a	n/a	Highway Maintenance Worker
47-4051.00	n/a	n/a	Highway Worker
47-4051.00	n/a	n/a	Hot Oiler
47-4051.00	n/a	n/a	Laborer
47-4051.00	n/a	n/a	Lane Marker Installer
47-4051.00	n/a	n/a	Maintenance Technician
47-4051.00	n/a	n/a	Maintenance Worker
47-4051.00	n/a	n/a	Material Handler
47-4051.00	n/a	n/a	Materials Handling Equipment Operator
47-4051.00	n/a	n/a	Oil Spreader Operator
47-4051.00	n/a	n/a	Paint Crew Person
47-4051.00	n/a	n/a	Patrolman
47-4051.00	n/a	n/a	Quick Technician
47-4051.00	n/a	n/a	Road Builder
47-4051.00	n/a	n/a	Road Crew Member
47-4051.00	n/a	n/a	Road Grader Operator
47-4051.00	n/a	n/a	Road Maker
47-4051.00	n/a	n/a	Road Mender
47-4051.00	n/a	n/a	Road Oiler
47-4051.00	n/a	n/a	Road Oiling Truck Driver
47-4051.00	n/a	n/a	Road Patcher
47-4051.00	n/a	n/a	Road Repairer
47-4051.00	n/a	n/a	Road Sign Installer
47-4051.00	n/a	n/a	Road Worker
47-4051.00	n/a	n/a	Snow Plow Operator
47-4051.00	n/a	n/a	Street Worker
47-4051.00	n/a	n/a	Striper Paint Gun Operator
47-4051.00	n/a	n/a	Traffic Control Flagger
47-4051.00	n/a	n/a	Traffic Control Specialist
47-4051.00	n/a	n/a	Transportation Maintenance Operator
47-4051.00	n/a	n/a	Transportation Maintenance Specialist (TMS)
47-4051.00	n/a	n/a	Transportation Worker
47-4051.00	n/a	n/a	Truck Driver
47-4051.00	n/a	n/a	Equipment Operator (EO)
47-4051.00	n/a	n/a	Heavy Equipment Operator
47-4051.00	n/a	n/a	Highway Maintainer
47-4051.00	n/a	n/a	Highway Maintenance Crew Worker
47-4051.00	n/a	n/a	Highway Maintenance Technician
47-4051.00	n/a	n/a	Highway Maintenance Worker
47-4051.00	n/a	n/a	Highway Worker
47-4051.00	n/a	n/a	Transportation Maintenance Operator
47-4051.00	n/a	n/a	Transportation Maintenance Specialist (TMS)
47-4051.00	n/a	n/a	Truck Driver
47-4061.00	Rail-Track Laying and Maintenance Equipment Operators	Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators.	n/a
47-4061.00	n/a	n/a	Ballast Cleaning Machine Operator
47-4061.00	n/a	n/a	Emergency Service Restorer
47-4061.00	n/a	n/a	Machine Operator
47-4061.00	n/a	n/a	Oil Distributor Tender
47-4061.00	n/a	n/a	Operator
47-4061.00	n/a	n/a	Portable Grinding Machine Operator
47-4061.00	n/a	n/a	Rail Maintenance Worker
47-4061.00	n/a	n/a	Rail Track Layer
47-4061.00	n/a	n/a	Rail Track Maintainer
47-4061.00	n/a	n/a	Railroad Track Mechanic
47-4061.00	n/a	n/a	Railway Equipment Operator
47-4061.00	n/a	n/a	Section Gang
47-4061.00	n/a	n/a	Section Hand
47-4061.00	n/a	n/a	Section Laborer
47-4061.00	n/a	n/a	Slab Lifting Supervisor
47-4061.00	n/a	n/a	Stone Crusher Operator
47-4061.00	n/a	n/a	Track Dresser
47-4061.00	n/a	n/a	Track Equipment Operator (TEO)
47-4061.00	n/a	n/a	Track Grinder Operator
47-4061.00	n/a	n/a	Track Inspector
47-4061.00	n/a	n/a	Track Laborer
47-4061.00	n/a	n/a	Track Layer
47-4061.00	n/a	n/a	Track Laying Equipment Operator
47-4061.00	n/a	n/a	Track Laying Machine Operator
47-4061.00	n/a	n/a	Track Machine Operator Repairer
47-4061.00	n/a	n/a	Track Maintainer
47-4061.00	n/a	n/a	Track Man
47-4061.00	n/a	n/a	Track Mechanic
47-4061.00	n/a	n/a	Track Moving Machine Operator
47-4061.00	n/a	n/a	Track Repair Person
47-4061.00	n/a	n/a	Track Repair Worker
47-4061.00	n/a	n/a	Track Repairer
47-4061.00	n/a	n/a	Track Service Person
47-4061.00	n/a	n/a	Track Service Worker
47-4061.00	n/a	n/a	Track Supervisor
47-4061.00	n/a	n/a	Track Surfacing Machine Operator
47-4061.00	n/a	n/a	Track Walker
47-4061.00	n/a	n/a	Track Welder
47-4061.00	n/a	n/a	Trackman
47-4061.00	n/a	n/a	Trackwalker
47-4061.00	n/a	n/a	Machine Operator
47-4061.00	n/a	n/a	Rail Maintenance Worker
47-4061.00	n/a	n/a	Track Equipment Operator (TEO)
47-4061.00	n/a	n/a	Track Inspector
47-4061.00	n/a	n/a	Track Laborer
47-4061.00	n/a	n/a	Track Maintainer
47-4061.00	n/a	n/a	Track Repairer
47-4061.00	n/a	n/a	Track Supervisor
47-4061.00	n/a	n/a	Track Walker
47-4061.00	n/a	n/a	Trackman
47-4071.00	Septic Tank Servicers and Sewer Pipe Cleaners	Clean and repair septic tanks, sewer lines, or drains. May patch walls and partitions of tank, replace damaged drain tile, or repair breaks in underground piping.	n/a
47-4071.00	n/a	n/a	Drain Cleaner
47-4071.00	n/a	n/a	Drain Technician
47-4071.00	n/a	n/a	Electric Sewer Cleaning Machine Operator
47-4071.00	n/a	n/a	High Reach Operator
47-4071.00	n/a	n/a	Maintenance Worker
47-4071.00	n/a	n/a	Operator
47-4071.00	n/a	n/a	Pipe Cleaning and Priming Machine Operator
47-4071.00	n/a	n/a	Pipe Cleaning Machine Operator
47-4071.00	n/a	n/a	Plumber
47-4071.00	n/a	n/a	Public Works Technician
47-4071.00	n/a	n/a	Roto Rooter Operator
47-4071.00	n/a	n/a	Septic Cleaner
47-4071.00	n/a	n/a	Septic Pump Truck Driver
47-4071.00	n/a	n/a	Septic Tank Cleaner
47-4071.00	n/a	n/a	Septic Technician
47-4071.00	n/a	n/a	Service Technician
47-4071.00	n/a	n/a	Servicer
47-4071.00	n/a	n/a	Sewage Screen Operator
47-4071.00	n/a	n/a	Sewer and Drain Cleaner
47-4071.00	n/a	n/a	Sewer and Drain Technician
47-4071.00	n/a	n/a	Sewer Cleaner
47-4071.00	n/a	n/a	Sewer Line Repairer
47-4071.00	n/a	n/a	Sewer Pipe Cleaner
47-4071.00	n/a	n/a	Transport Tank Technician
47-4071.00	n/a	n/a	Utility Worker
47-4071.00	n/a	n/a	Drain Cleaner
47-4071.00	n/a	n/a	Maintenance Worker
47-4071.00	n/a	n/a	Public Works Technician
47-4071.00	n/a	n/a	Septic Cleaner
47-4071.00	n/a	n/a	Septic Pump Truck Driver
47-4071.00	n/a	n/a	Service Technician
47-4071.00	n/a	n/a	Sewer and Drain Cleaner
47-4071.00	n/a	n/a	Sewer and Drain Technician
47-4071.00	n/a	n/a	Utility Worker
47-4091.00	Segmental Pavers	Lay out, cut, and place segmental paving units. Includes installers of bedding and restraining materials for the paving units.	n/a
47-4091.00	n/a	n/a	Bricklayer
47-4091.00	n/a	n/a	Concrete Pavement Installer
47-4091.00	n/a	n/a	Concrete Paver
47-4091.00	n/a	n/a	Cutter
47-4091.00	n/a	n/a	Installer
47-4091.00	n/a	n/a	Interlocking Concrete Pavement Installer
47-4091.00	n/a	n/a	Interlocking Installer
47-4091.00	n/a	n/a	Interlocking Pavement Installer
47-4091.00	n/a	n/a	Landscape Foreman
47-4091.00	n/a	n/a	Paver
47-4091.00	n/a	n/a	Paver Installer
47-4091.00	n/a	n/a	Paver Layer
47-4091.00	n/a	n/a	Paving Foreman
47-4091.00	n/a	n/a	Paving Stone Installer
47-4091.00	n/a	n/a	Segmental Paver Installer
47-4091.00	n/a	n/a	Segmental Wall Installer
47-4091.00	n/a	n/a	Slab Installer
47-4091.00	n/a	n/a	Travertine Installer
47-4091.00	n/a	n/a	Cutter
47-4091.00	n/a	n/a	Paver
47-4091.00	n/a	n/a	Paver Installer
47-4091.00	n/a	n/a	Paver Layer
47-4091.00	n/a	n/a	Paving Stone Installer
47-4091.00	n/a	n/a	Segmental Wall Installer
47-4099.00	Construction and Related Workers, All Other	All construction and related workers not listed separately.	n/a
47-4099.00	n/a	n/a	Aluminum Pool Installer
47-4099.00	n/a	n/a	Asphalt Dauber
47-4099.00	n/a	n/a	Asphalt Heater Operator
47-4099.00	n/a	n/a	Asphalt Heater Tender
47-4099.00	n/a	n/a	Awning Erector
47-4099.00	n/a	n/a	Awning Hanger
47-4099.00	n/a	n/a	Awning Installer
47-4099.00	n/a	n/a	Blind Hanger
47-4099.00	n/a	n/a	Blind Installer
47-4099.00	n/a	n/a	Building Dismantler
47-4099.00	n/a	n/a	Building Mover
47-4099.00	n/a	n/a	Building Wrecker
47-4099.00	n/a	n/a	Burner Operator
47-4099.00	n/a	n/a	Clay House Worker
47-4099.00	n/a	n/a	Clay Structure Builder and Servicer
47-4099.00	n/a	n/a	Concrete Buildings Assembler
47-4099.00	n/a	n/a	Concrete Fence Builder
47-4099.00	n/a	n/a	Conduit Mechanic
47-4099.00	n/a	n/a	Cradle Placer
47-4099.00	n/a	n/a	Cribber
47-4099.00	n/a	n/a	Cribbing Setter
47-4099.00	n/a	n/a	Derrick Builder
47-4099.00	n/a	n/a	Drapery Hanger
47-4099.00	n/a	n/a	Drapery Installer
47-4099.00	n/a	n/a	Firestop/Containment Worker
47-4099.00	n/a	n/a	Grade Setter
47-4099.00	n/a	n/a	Hanging Flags Decorator
47-4099.00	n/a	n/a	Hazardous Waste Material Technician
47-4099.00	n/a	n/a	Home Builder
47-4099.00	n/a	n/a	House Builder
47-4099.00	n/a	n/a	House Mover
47-4099.00	n/a	n/a	House Shorer
47-4099.00	n/a	n/a	House Wrecker
47-4099.00	n/a	n/a	Hydraulic-Jack Adjuster
47-4099.00	n/a	n/a	Inflatable Buildings Laminator
47-4099.00	n/a	n/a	Joint Runner
47-4099.00	n/a	n/a	Joint Yarner
47-4099.00	n/a	n/a	Laminating Machine Operator
47-4099.00	n/a	n/a	Laminator
47-4099.00	n/a	n/a	Leadite Man
47-4099.00	n/a	n/a	Leadite Worker
47-4099.00	n/a	n/a	Leadman
47-4099.00	n/a	n/a	Lift-Slab Operator
47-4099.00	n/a	n/a	Ornamental Iron Worker
47-4099.00	n/a	n/a	Ornamental Iron Worker Apprentice
47-4099.00	n/a	n/a	Pipe Cleaning and Priming Machine Operator
47-4099.00	n/a	n/a	Pipe Wrapping Machine Operator
47-4099.00	n/a	n/a	Pipeliner
47-4099.00	n/a	n/a	Pool Installer
47-4099.00	n/a	n/a	Poured Concrete Wall Technician
47-4099.00	n/a	n/a	Refractory Specialist
47-4099.00	n/a	n/a	Reinforcing Steel Machine Operator
47-4099.00	n/a	n/a	Shade Hanger
47-4099.00	n/a	n/a	Shorer
47-4099.00	n/a	n/a	Sign Erector
47-4099.00	n/a	n/a	Sign Maintenance
47-4099.00	n/a	n/a	Slip Mixer
47-4099.00	n/a	n/a	Sloper
47-4099.00	n/a	n/a	Slurry Blender
47-4099.00	n/a	n/a	Slurry Man
47-4099.00	n/a	n/a	Slurry Tank Operator
47-4099.00	n/a	n/a	Slurry Tank Tender
47-4099.00	n/a	n/a	Slurry Worker
47-4099.00	n/a	n/a	Solar Panel Technician
47-4099.00	n/a	n/a	Steamblaster
47-4099.00	n/a	n/a	Steel Post Installer
47-4099.00	n/a	n/a	Steeple Jack
47-4099.00	n/a	n/a	Stone Repairer
47-4099.00	n/a	n/a	Streets and Buildings Decorator
47-4099.00	n/a	n/a	Tar Boiler
47-4099.00	n/a	n/a	Tar Heater
47-4099.00	n/a	n/a	Tele-Grout Sewer Line Repairer
47-4099.00	n/a	n/a	Tie Man
47-4099.00	n/a	n/a	Tie Worker
47-4099.00	n/a	n/a	Tile Layer Drainage
47-4099.00	n/a	n/a	Tuck Pointer
47-4099.00	n/a	n/a	Venetian Blind Installer
47-4099.00	n/a	n/a	Venetian Blind Mechanic
47-4099.00	n/a	n/a	Venetian Blind Worker
47-4099.00	n/a	n/a	Wall Man
47-4099.00	n/a	n/a	Wall Worker
47-4099.00	n/a	n/a	Waterproofer
47-4099.00	n/a	n/a	Window Shade Installer
47-4099.00	n/a	n/a	Workgroup Leader
47-4099.00	n/a	n/a	Wrecker
47-4099.02	Solar Thermal Installers and Technicians	Install or repair solar energy systems designed to collect, store, and circulate solar-heated water for residential, commercial or industrial use.	n/a
47-4099.02	n/a	n/a	Installer
47-4099.02	n/a	n/a	Maintenance Technician
47-4099.02	n/a	n/a	Service Technician
47-4099.02	n/a	n/a	Solar Energy Technician
47-4099.02	n/a	n/a	Solar Hot Water Installer (SHW Installer)
47-4099.02	n/a	n/a	Solar Installation Technician
47-4099.02	n/a	n/a	Solar Installer
47-4099.02	n/a	n/a	Solar Maintenance Technician
47-4099.02	n/a	n/a	Solar Pool Heating Installer
47-4099.02	n/a	n/a	Solar Power Installer
47-4099.02	n/a	n/a	Solar System Installer
47-4099.02	n/a	n/a	Solar Technician
47-4099.02	n/a	n/a	Solar Thermal Installer
47-4099.02	n/a	n/a	Solar Thermal Technician
47-4099.02	n/a	n/a	Solar Water Heater Installer
47-4099.02	n/a	n/a	Thermal Technician
47-4099.02	n/a	n/a	Installer
47-4099.02	n/a	n/a	Maintenance Technician
47-4099.02	n/a	n/a	Service Technician
47-4099.02	n/a	n/a	Solar Energy Technician
47-4099.02	n/a	n/a	Solar Hot Water Installer (SHW Installer)
47-4099.02	n/a	n/a	Solar Installer
47-4099.02	n/a	n/a	Solar Maintenance Technician
47-4099.02	n/a	n/a	Solar System Installer
47-4099.02	n/a	n/a	Solar Technician
47-4099.02	n/a	n/a	Solar Thermal Installer
47-4099.03	Weatherization Installers and Technicians	Perform a variety of activities to weatherize homes and make them more energy efficient. Duties include repairing windows, insulating ducts, and performing heating, ventilating, and air-conditioning (HVAC) work. May perform energy audits and advise clients on energy conservation measures.	n/a
47-4099.03	n/a	n/a	Air Sealing Technician
47-4099.03	n/a	n/a	Building Analyst/Supervisor
47-4099.03	n/a	n/a	Building Energy Retrofit Technician
47-4099.03	n/a	n/a	Compounding Technician
47-4099.03	n/a	n/a	Director Construction Services
47-4099.03	n/a	n/a	Director of Housing and Energy Services
47-4099.03	n/a	n/a	Energy Administrator
47-4099.03	n/a	n/a	Energy Assistant
47-4099.03	n/a	n/a	Energy Auditor
47-4099.03	n/a	n/a	Energy Conservation Director
47-4099.03	n/a	n/a	Energy Director
47-4099.03	n/a	n/a	Home Weatherizing Worker
47-4099.03	n/a	n/a	Housing Director
47-4099.03	n/a	n/a	Lead Weatherization Installer-Technician
47-4099.03	n/a	n/a	Residential Air Sealing Technician
47-4099.03	n/a	n/a	Weatherization Administrator
47-4099.03	n/a	n/a	Weatherization and Housing Inspector
47-4099.03	n/a	n/a	Weatherization Coordinator
47-4099.03	n/a	n/a	Weatherization Crew Leader
47-4099.03	n/a	n/a	Weatherization Director
47-4099.03	n/a	n/a	Weatherization Field Technician
47-4099.03	n/a	n/a	Weatherization Installer
47-4099.03	n/a	n/a	Weatherization Specialist
47-4099.03	n/a	n/a	Weatherization Technician
47-4099.03	n/a	n/a	Weatherseal Technician
47-4099.03	n/a	n/a	Building Analyst/Supervisor
47-4099.03	n/a	n/a	Director of Housing and Energy Services
47-4099.03	n/a	n/a	Energy Administrator
47-4099.03	n/a	n/a	Energy Assistant
47-4099.03	n/a	n/a	Energy Auditor
47-4099.03	n/a	n/a	Energy Conservation Director
47-4099.03	n/a	n/a	Housing Director
47-4099.03	n/a	n/a	Lead Weatherization Installer-Technician
47-4099.03	n/a	n/a	Weatherization Director
47-4099.03	n/a	n/a	Weatherization Installer
47-5011.00	Derrick Operators, Oil and Gas	Rig derrick equipment and operate pumps to circulate mud through drill hole.	n/a
47-5011.00	n/a	n/a	Derrick Hand
47-5011.00	n/a	n/a	Derrick Man
47-5011.00	n/a	n/a	Derrick Operator
47-5011.00	n/a	n/a	Derrick Worker
47-5011.00	n/a	n/a	Driller
47-5011.00	n/a	n/a	Floor Hand
47-5011.00	n/a	n/a	Gas Derrick Operator
47-5011.00	n/a	n/a	Oil Derrick Operator
47-5011.00	n/a	n/a	Rotary Derrick Operator
47-5011.00	n/a	n/a	Well Service Derrick Worker
47-5011.00	n/a	n/a	Derrick Hand
47-5011.00	n/a	n/a	Derrick Man
47-5011.00	n/a	n/a	Derrick Operator
47-5011.00	n/a	n/a	Derrick Worker
47-5011.00	n/a	n/a	Floor Hand
47-5012.00	Rotary Drill Operators, Oil and Gas	Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration.	n/a
47-5012.00	n/a	n/a	Back Up Worker
47-5012.00	n/a	n/a	Cable Driller
47-5012.00	n/a	n/a	Cable Tool Driller
47-5012.00	n/a	n/a	Cable Tool Operator
47-5012.00	n/a	n/a	Clean Out Driller
47-5012.00	n/a	n/a	Core Drill Operator
47-5012.00	n/a	n/a	Core Driller
47-5012.00	n/a	n/a	Daylight Driller
47-5012.00	n/a	n/a	Directional Driller
47-5012.00	n/a	n/a	Drill Foreman
47-5012.00	n/a	n/a	Drill Hand
47-5012.00	n/a	n/a	Drill Operator
47-5012.00	n/a	n/a	Driller
47-5012.00	n/a	n/a	Drilling Field Operator
47-5012.00	n/a	n/a	Drilling Field Professional
47-5012.00	n/a	n/a	Drilling Machine Operator
47-5012.00	n/a	n/a	Drilling Rig Operator
47-5012.00	n/a	n/a	Drilling Supervisor
47-5012.00	n/a	n/a	Floor Hand
47-5012.00	n/a	n/a	Motor Man
47-5012.00	n/a	n/a	Natural Gas Shothole Driller
47-5012.00	n/a	n/a	Oil and Gas Operations Management Professional
47-5012.00	n/a	n/a	Oil and Gas Principal
47-5012.00	n/a	n/a	Oil and Gas Superintendent
47-5012.00	n/a	n/a	Oil Driller
47-5012.00	n/a	n/a	Oil Rig Driller
47-5012.00	n/a	n/a	Oil Well Cable Tool Driller
47-5012.00	n/a	n/a	Oil Well Cable Tool Operator
47-5012.00	n/a	n/a	Oil Well Driller
47-5012.00	n/a	n/a	Prospecting Driller
47-5012.00	n/a	n/a	Relief Driller
47-5012.00	n/a	n/a	Rig Operator
47-5012.00	n/a	n/a	Rotary Drill Operator
47-5012.00	n/a	n/a	Rotary Driller
47-5012.00	n/a	n/a	Rotary Rig Engine Operator
47-5012.00	n/a	n/a	Shot Hole Driller
47-5012.00	n/a	n/a	Spud Driller
47-5012.00	n/a	n/a	Tool Pusher
47-5012.00	n/a	n/a	Well Driller
47-5012.00	n/a	n/a	Daylight Driller
47-5012.00	n/a	n/a	Drill Foreman
47-5012.00	n/a	n/a	Drill Operator
47-5012.00	n/a	n/a	Driller
47-5012.00	n/a	n/a	Drilling Rig Operator
47-5012.00	n/a	n/a	Motor Man
47-5012.00	n/a	n/a	Oil Rig Driller
47-5012.00	n/a	n/a	Oil Well Driller
47-5012.00	n/a	n/a	Relief Driller
47-5012.00	n/a	n/a	Tool Pusher
47-5013.00	Service Unit Operators, Oil, Gas, and Mining	Operate equipment to increase oil flow from producing wells or to remove stuck pipe, casing, tools, or other obstructions from drilling wells. May also perform similar services in mining exploration operations. Includes fishing-tool technicians.	n/a
47-5013.00	n/a	n/a	Coiled Tubing Operator
47-5013.00	n/a	n/a	Coiled Tubing Supervisor
47-5013.00	n/a	n/a	Fisherman
47-5013.00	n/a	n/a	Fishing Tool Operator
47-5013.00	n/a	n/a	Fishing Tool Supervisor
47-5013.00	n/a	n/a	Oil and Gas Field Technician
47-5013.00	n/a	n/a	Oil and Shale and Tar Processing Technician
47-5013.00	n/a	n/a	Oil Processing Technician
47-5013.00	n/a	n/a	Oil Well Fishing Tool Technician
47-5013.00	n/a	n/a	Oil Well Fishing-Tool Technician
47-5013.00	n/a	n/a	Oil Well Service Operator
47-5013.00	n/a	n/a	Oil Well Service Unit Operator
47-5013.00	n/a	n/a	Operator
47-5013.00	n/a	n/a	Pulling Unit Operator
47-5013.00	n/a	n/a	Reverse Unit Operator
47-5013.00	n/a	n/a	Reverse Unit Operator-Fisherman
47-5013.00	n/a	n/a	Rig Operator
47-5013.00	n/a	n/a	Service Operator
47-5013.00	n/a	n/a	Service Rig Operator
47-5013.00	n/a	n/a	Service Unit Operator
47-5013.00	n/a	n/a	Shale Processing Technician
47-5013.00	n/a	n/a	Spray Rig Operator
47-5013.00	n/a	n/a	Swabber
47-5013.00	n/a	n/a	Tar Processing Technician
47-5013.00	n/a	n/a	Tool Pusher
47-5013.00	n/a	n/a	Well Cleaner
47-5013.00	n/a	n/a	Well Service Pump Equipment Operator
47-5013.00	n/a	n/a	Well Services Operator
47-5013.00	n/a	n/a	Well Servicing Rig Operator
47-5013.00	n/a	n/a	Wireline Operator
47-5013.00	n/a	n/a	Wireline Supervisor
47-5013.00	n/a	n/a	Work Over Rig Operator
47-5013.00	n/a	n/a	Fisherman
47-5013.00	n/a	n/a	Operator
47-5013.00	n/a	n/a	Pulling Unit Operator
47-5013.00	n/a	n/a	Reverse Unit Operator-Fisherman
47-5013.00	n/a	n/a	Rig Operator
47-5013.00	n/a	n/a	Service Operator
47-5013.00	n/a	n/a	Service Rig Operator
47-5013.00	n/a	n/a	Tool Pusher
47-5013.00	n/a	n/a	Well Servicing Rig Operator
47-5013.00	n/a	n/a	Wireline Operator
47-5021.00	Earth Drillers, Except Oil and Gas	Operate a variety of drills such as rotary, churn, and pneumatic to tap sub-surface water and salt deposits, to remove core samples during mineral exploration or soil testing, and to facilitate the use of explosives in mining or construction. May use explosives. Includes horizontal and earth boring machine operators.	n/a
47-5021.00	n/a	n/a	Auger Operator
47-5021.00	n/a	n/a	Blast Hole Driller
47-5021.00	n/a	n/a	Blaster
47-5021.00	n/a	n/a	Blasting Production Technician
47-5021.00	n/a	n/a	Boring Machine Operator
47-5021.00	n/a	n/a	Churn Drill Operator
47-5021.00	n/a	n/a	Churn Driller
47-5021.00	n/a	n/a	Coal Mine Bore Hole Drill Operator
47-5021.00	n/a	n/a	Construction Driller
47-5021.00	n/a	n/a	Core Drill Operator
47-5021.00	n/a	n/a	Core Driller
47-5021.00	n/a	n/a	Core Sampler
47-5021.00	n/a	n/a	Deep Well Contractor
47-5021.00	n/a	n/a	Diamond Driller
47-5021.00	n/a	n/a	Directional Driller
47-5021.00	n/a	n/a	Drill Hand
47-5021.00	n/a	n/a	Drill Operator
47-5021.00	n/a	n/a	Drill Runner
47-5021.00	n/a	n/a	Driller
47-5021.00	n/a	n/a	Drilling Machine Operator
47-5021.00	n/a	n/a	Drilling Machine Runner
47-5021.00	n/a	n/a	Earth Auger Operator
47-5021.00	n/a	n/a	Earth Boring Machine Operator
47-5021.00	n/a	n/a	Electric Drill Operator
47-5021.00	n/a	n/a	Environmental Sampler
47-5021.00	n/a	n/a	Explosive Bore Hole Driller
47-5021.00	n/a	n/a	Foundation Drill Operator
47-5021.00	n/a	n/a	Geotechnical Operating Engineer
47-5021.00	n/a	n/a	Geothermal Operating Engineer
47-5021.00	n/a	n/a	Ground Water Contractor
47-5021.00	n/a	n/a	Hard Rock Drill Operator
47-5021.00	n/a	n/a	Heavy Equipment Operator
47-5021.00	n/a	n/a	Highwall Drill Operator
47-5021.00	n/a	n/a	Hole Digger Operator
47-5021.00	n/a	n/a	Horizontal Drill Operator
47-5021.00	n/a	n/a	Horizontal Earth Boring Machine Operator
47-5021.00	n/a	n/a	Hydraulic Rock Drill Operator
47-5021.00	n/a	n/a	Jumper
47-5021.00	n/a	n/a	Machine Driller
47-5021.00	n/a	n/a	Mine Equipment Operator
47-5021.00	n/a	n/a	Operating Engineer
47-5021.00	n/a	n/a	Overburden Drill Operator
47-5021.00	n/a	n/a	Post Hole Digger
47-5021.00	n/a	n/a	Post Hole Digging Machine Operator
47-5021.00	n/a	n/a	Raise Driller
47-5021.00	n/a	n/a	Rock Drill Operator
47-5021.00	n/a	n/a	Shot Core Drill Operator
47-5021.00	n/a	n/a	Soil Sampler
47-5021.00	n/a	n/a	Stoper
47-5021.00	n/a	n/a	Test Borer
47-5021.00	n/a	n/a	Test Driller
47-5021.00	n/a	n/a	Tunneling Machine Operator
47-5021.00	n/a	n/a	Wagon Drill Operator
